Date,Open,High,Low,Close
4/6/23,"15,374.91","15,514.92","15,304.06","15,379.13"
4/14/23,"15,379.13","15,707.81","15,297.78","15,601.78"
4/21/23,"15,601.78","15,710.47","15,512.62","15,578.93"
4/28/23,"15,578.93","15,623.04","15,201.10","15,545.88"
5/5/23,"15,545.88","15,622.56","15,055.43","15,380.87"
5/12/23,"15,380.87","15,448.71","15,167.78","15,246.36"
5/19/23,"15,246.36","15,421.80","15,128.62","15,324.32"
5/26/23,"15,324.32","15,387.76","14,898.71","15,078.69"
6/2/23,"15,078.69","15,365.70","14,810.57","15,345.19"
6/9/23,"15,345.20","15,557.31","15,258.92","15,499.91"
6/16/23,"15,499.91","15,904.20","15,483.04","15,795.12"
6/23/23,"15,795.12","15,795.12","15,449.75","15,469.35"
6/30/23,"15,469.35","15,908.71","15,469.35","15,875.91"
7/7/23,"15,875.91","15,932.01","15,557.97","15,671.63"
7/14/23,"15,671.63","16,130.71","15,648.68","16,040.23"
7/21/23,"16,040.23","16,324.13","15,977.24","16,289.12"
7/28/23,"16,289.12","16,458.89","16,254.16","16,363.26"
8/4/23,"16,363.26","16,448.00","16,059.83","16,071.06"
8/11/23,"16,071.06","16,319.90","16,025.37","16,143.38"
8/18/23,"16,143.38","16,143.38","15,626.92","15,750.17"
8/25/23,"15,750.17","15,894.31","15,632.57","15,766.91"
9/1/23,"15,766.91","16,152.36","15,766.91","16,091.79"
9/8/23,"16,091.79","16,096.51","15,811.66","15,878.99"
9/15/23,"15,878.99","16,105.86","15,878.99","15,973.68"
9/22/23,"15,973.68","16,029.81","15,561.79","15,569.51"
9/29/23,"15,569.51","15,597.65","15,288.45","15,398.21"
10/6/23,"15,398.21","15,398.21","14,924.95","15,214.02"
10/13/23,"15,214.02","15,524.92","15,166.50","15,323.70"
10/20/23,"15,323.70","15,618.90","15,031.64","15,033.31"
10/27/23,"15,033.31","15,086.10","14,638.37","14,675.78"
11/3/23,"14,675.78","15,539.88","14,675.78","15,475.20"
11/10/23,"15,475.20","15,523.81","15,207.58","15,388.44"
11/17/23,"15,388.44","15,848.54","15,321.53","15,813.46"
11/24/23,"15,813.46","15,998.30","15,782.47","15,983.82"
12/1/23,"15,983.82","16,271.70","15,897.47","16,263.75"
12/8/23,"16,263.75","16,272.93","16,081.78","16,207.76"
12/15/23,"16,207.76","16,774.06","16,194.93","16,609.84"
12/22/23,"16,609.84","16,827.04","16,532.80","16,770.45"
12/29/23,"16,770.45","16,933.62","16,770.45","16,852.89"
1/5/24,"16,852.89","16,894.51","16,690.52","16,758.24"
1/12/24,"16,758.24","16,909.17","16,673.00","16,799.54"
1/19/24,"16,799.54","16,799.54","16,462.86","16,729.55"
1/26/24,"16,729.55","16,970.90","16,729.55","16,949.11"
2/2/24,"16,949.11","17,167.68","16,906.17","17,101.97"
2/9/24,"17,101.97","17,286.47","16,932.56","17,275.87"
2/16/24,"17,275.87","17,502.54","16,965.94","17,409.30"
2/23/24,"17,409.30","17,642.10","17,278.14","17,616.02"
3/1/24,"17,616.02","17,738.15","17,530.60","17,728.27"
3/8/24,"17,728.27","18,021.87","17,613.47","17,889.62"
3/15/24,"17,889.62","18,064.12","17,755.04","17,848.08"
3/22/24,"17,848.09","18,272.72","17,846.09","18,112.04"
3/28/24,"18,112.04","18,342.24","18,059.19","18,312.67"
4/5/24,"18,312.67","18,315.15","17,956.75","18,122.26"
4/12/24,"18,122.26","18,233.23","17,593.55","17,639.04"
4/19/24,"17,639.04","17,827.32","17,336.80","17,458.77"
4/26/24,"17,458.77","17,810.36","17,452.44","17,763.27"
5/3/24,"17,763.27","17,843.97","17,539.80","17,797.89"
5/10/24,"17,797.89","18,213.64","17,797.89","18,162.05"
5/17/24,"18,162.06","18,389.78","18,128.74","18,388.26"
5/24/24,"18,388.26","18,421.92","18,005.06","18,110.60"
5/31/24,"18,110.60","18,116.10","17,780.09","18,083.69"
6/7/24,"18,083.69","18,105.93","17,843.40","17,985.63"
6/14/24,"17,985.63","18,144.67","17,713.48","17,817.26"
6/21/24,"17,817.26","18,049.52","17,762.02","17,995.69"
6/28/24,"17,995.70","18,189.42","17,940.03","18,026.50"
7/5/24,"18,026.50","18,138.31","17,928.86","18,098.90"
7/12/24,"18,098.90","18,591.41","18,022.68","18,505.92"
7/19/24,"18,505.92","18,798.92","18,391.37","18,406.05"
7/26/24,"18,406.05","18,626.88","18,289.65","18,564.48"
8/2/24,"18,564.48","18,841.48","17,991.03","18,162.26"
8/9/24,"18,162.26","18,305.02","17,561.50","18,267.15"
8/16/24,"18,267.15","18,769.86","18,177.31","18,753.77"
8/23/24,"18,753.77","19,099.53","18,753.77","19,093.48"
8/30/24,"19,093.48","19,298.03","18,985.21","19,292.23"
9/6/24,"19,292.23","19,292.23","18,639.83","18,663.14"
9/13/24,"18,663.15","19,161.17","18,513.07","19,121.50"
9/20/24,"19,121.50","19,471.24","19,121.50","19,373.74"
9/27/24,"19,373.74","19,597.32","19,363.21","19,501.22"
10/4/24,"19,501.22","19,541.03","19,317.15","19,538.68"
10/11/24,"19,538.68","19,719.61","19,367.30","19,711.22"
10/18/24,"19,711.22","19,905.65","19,669.80","19,884.81"
10/25/24,"19,884.81","19,884.81","19,438.80","19,456.27"
11/1/24,"19,456.27","19,575.91","19,236.64","19,253.54"
11/8/24,"19,253.54","19,990.34","19,196.39","19,937.13"
11/15/24,"19,937.13","20,084.53","19,609.45","19,645.77"
11/22/24,"19,645.77","20,132.48","19,566.05","20,123.45"
11/29/24,"20,123.45","20,332.50","20,123.45","20,272.04"
12/6/24,"20,272.04","20,315.58","20,083.94","20,107.79"
12/13/24,"20,107.79","20,180.95","19,699.23","19,729.37"
12/20/24,"19,729.37","19,773.05","18,860.61","19,119.44"
12/27/24,"19,119.44","19,387.38","19,009.57","19,238.48"
1/3/25,"19,238.48","19,276.70","18,953.55","19,254.29"
1/10/25,"19,254.29","19,426.84","18,941.51","18,963.01"
1/17/25,"18,963.01","19,673.71","18,857.23","19,607.37"
1/24/25,"19,607.37","20,047.14","19,607.37","19,997.47"
1/31/25,"19,997.47","20,218.73","19,839.44","19,998.82"
2/4/25,"19,998.82","19,998.82","19,639.31","19,964.61"
